source,source_release,geography,year,period,metric,value,unit,status,is_revised,rpp_year,method,input_source_ids,assumptions
South Carolina General Assembly H. 5126,"FY 2026-27, ratified 2026-08-11",South Carolina,2027,FY 2026-27,state_minimum_teacher_salary_schedule_cell_increase,2000,current dollars,actual,false,,,,
